Data will be presented showing the patient had a confirmed Partial Response (PR) based on RECIST criteria.,NON_FACTUAL
"Additionally, the Company announced a confirmed PR in a NSCLC patient with MET gene amplification who was enrolled in the MGCD265 expansion cohort.",FACTUAL
"""Out of four non-small cell lung cancer patients whom have had at least one scan in the ongoing MGCD265 expansion cohort, two patients have RECIST-confirmed PRs.",FACTUAL
"""The study is progressing well due to the enthusiasm of the clinical investigators, and this has resulted in increased screening and enrollment at the clinical trial sites.",NON_FACTUAL
"""This response, coupled with the patient's significant symptomatic improvement, provides clinical validation that AXL genomic alterations can result in oncogene addiction in patients with non-small cell lung cancer.",NON_FACTUAL
The study continues to enroll patients with MET or AXL gene alterations.,FACTUAL
Both patients remain on study.,FACTUAL
All 4 of the evaluable NSCLC patients showed clinically significant tumor regressions.,FACTUAL
"Of the 9 patients enrolled, 7 remain on study for up to 8+ months.",FACTUAL
Amplification and rearrangements of the AXL tyrosine kinase gene also appear to be a driver of tumor growth and occur in up to 2% of patients with NSCLC.,NON_FACTUAL
A sub-retinal implant is being developed simultaneously.,FACTUAL
We use a risk-adjusted NPV model with a 12.5% discount factor to achieve a value of 133.42m or 10.51\/share.,FACTUAL
We assume Iris and Prima pricing is consistent with the current reimbursement of Second Sight's Argus II retinal implant.,NON_FACTUAL
We provide services to more than 400 retained corporate and investor clients from our offices in London   Edison is not an adviser or broker-dealer and does not provide investment advice.,NON_FACTUAL
Edison's reports are not solicitations to buy or sell any securities.,NON_FACTUAL
Spurs' big-money summer signing was deployed as the lone striker with goalless Harry Kane rested for the visit of the Azerbaijan champions - the first time in almost seven months the England international has not started a game for Spurs.,FACTUAL
"But Son, his replacement on the night, scored two predatory goals in the space of three minutes to cancel out Richard Almeida's early penalty for the visitors - with Erik Lamela also on the scoresheet in the 3-1 win.",FACTUAL
Son almost slipped in Lamela only to see Qarabag goalkeeper Ibrahim Sehic come off his line and collect as his side set about taking the early initiative.,NON_FACTUAL
But the South Korea international levelled the game on 28 minutes as he turned home Andros Townsend's low corner unmarked from inside the six-yard box.,FACTUAL
His second followed just three minutes later as Dele Alli danced into the box before squaring for the ex-Bayer Leverkusen man to fire past Sehic and turn the match on its head.,FACTUAL
"Alli should have scored as well but could not beat Sehic after being played in behind by Townsend, and soon after Toby Alderweireld headed Trippier's deep cross over.",FACTUAL
Lamela came close at the start of the second half as he hit the post after running onto Alli's through ball before Son attempted a deft finish when he could have easily completed his hat-trick with a more clinical effort.,FACTUAL
"Nasdaq quotes delayed at least 15 minutes, all others at least 20 minutes.",FACTUAL
"The manufacturing segment produces double-stack intermodal railcars, conventional railcars and marine vessels, and performs repair and refurbishment activities for both intermodal and conventional railcars.",FACTUAL
"In addition to manufacturing, they are engaged in complementary leasing and services activities.",FACTUAL
Greenbrier Companies has a 1-year low of $33.06 and a 1-year high of $76.67.,FACTUAL
"Greenbrier Companies (NYSE:GBX) last issued its quarterly earnings results on Wednesday, July 1st.",FACTUAL
"The company reported $1.49 earnings per share for the quarter, missing analysts consensus estimates of $1.63 by $0.14.",FACTUAL
The business had revenue of $714.60 million for the quarter.,FACTUAL
"Stifel Nicolaus cut shares of Greenbrier Companies from a buy rating to a hold rating in a research note on Tuesday, June 16th.",FACTUAL
"Susquehanna lowered their price objective on shares of Greenbrier Companies from $61.00 to $50.00 and set a neutral rating for the company in a research report on Thursday, July 2nd.",FACTUAL
"One research analyst has rated the stock with a sell rating, five have given a hold rating and three have given a buy rating to the stock.",FACTUAL
Videocon d2h believes that EBITDA helps identify underlying trends in its business that could otherwise be distorted by the effect of the expenses that are excluded calculating EBITDA.,NON_FACTUAL
Videocon d2h believes that EBITDA enhances the overall understanding of its past performance and future prospects and allows for greater visibility with respect to key metrics used by its management in its financial and operational decision-making.,NON_FACTUAL
"(10 minutes ago)    TOKYO Ratings agency Standard & Poor's on Wednesday downgraded Japan's credit rating by one notch to A+, saying economic support for the country's sovereign creditworthiness had continued to weaken in the past three or four years.",FACTUAL
"S&P cut its rating on Japan from AA- to A+, which is four notches below its top rating of AAA.",FACTUAL
The agency raised its outlook from negative to stable.,NON_FACTUAL
"The post S&P downgrades Japan, doubts Abenomics can soon reverse deterioration    | Reuters appeared first on Firstpost.",NON_FACTUAL
The global appeal of football and its ability to engender diversity cannot be better encapsulated than in the monikers of football clubs in Ghana.,NON_FACTUAL
Hundreds of football clubs around the world will be surprised to know they have a twin in Ghana and Allsports.com.gh highlights on a few.,NON_FACTUAL
He spent one year at Lamar Junior College and transferred to the University of Texas.,FACTUAL
"His college education was interrupted by the death of his father, at which time he went to work to help support the family.",FACTUAL
He became an employee of United Gas Corporation and later the Magnolia Refinery in Beaumont.,FACTUAL
"He trained as a pilot to fly the B-17 Bomber, and subsequently flew 35 missions as the Deputy Squadron Lead plane over Europe, beginning shortly after D-Day.",FACTUAL
He was decommissioned from the Air Force Reserve with the rank of Captain.,FACTUAL
"They were married in 1947 and have two children, daughter Carole McCann and son Robert.",FACTUAL
Ed started his career with Shell Oil Company in 1947 at the Houston Shell Oil Refinery as an accountant.,FACTUAL
At the end of his career with Shell Oil he spent his time consolidating the accounting and computing operations into centralized locations.,FACTUAL
Ed's wife Tommy was his soul mate and contributed greatly to the family's success.,NON_FACTUAL
"Ed was a loving husband, father and grandfather.",NON_FACTUAL
"A memorial service will be held at Belcrest Memorial Park, Salem, Oregon on Friday September 11, 2015, at 1:00 PM.",FACTUAL
"The 'Fantastic Four' co-stars have sparked rumours they are dating after being spotted together numerous times over the last several months, and it seems they are making no attempts to hide their relationship with an affectionate stroll in Malibu, California, last week.",FACTUAL
They had their arms around one another the whole time and they looked totally in love.,FACTUAL
I felt like I was hitting every corner of the room.,NON_FACTUAL
"The pan-European FTSEurofirst 300 index was down by 1.3 percent by midday, while the euro zone's blue-chip Euro STOXX 50 index fell 1.2 percent.",FACTUAL
"The Euro STOXX Auto & Parts index fell 2.8 percent, reversing initial gains, amid talk emission problems might not be confined to Volkswagen, which has admitted to having deceived U.S.",FACTUAL
"Germany's transport minister said on Thursday emissions manipulations by Volkswagen took place in Europe, not just in the United States, and that random tests would be conducted on cars made by other manufacturers.",FACTUAL
BWM said there had been no manipulation at the group and it was unaware of tests cited by Auto Bild.,NON_FACTUAL
"BMW's share price reactions shows how nervous the investment community is with respect to diesel engines, compliance and future regulation, said Arndt Ellinghorst, head of Automotive Research at Evercore ISI.",NON_FACTUAL
"However, Volkswagen shares - which had closed up 5.2 percent on Wednesday - advanced 1.3 percent as investors welcomed the resignation of CEO Martin Winterkorn as a sign the company was taking steps to tackle the problem.",FACTUAL
"""They've kicked out the CEO.",NON_FACTUAL
Yet the stock remained down by nearly 30 percent since the emission scandal emerged last weekend.,FACTUAL
"The European basic resources index was down 2.8 percent while the oil & gas index fell 1.9 percent, reflecting concerns about economic weakness in China and elsewhere.",FACTUAL
"Anwar, 68, sued Utusan and Abdul Aziz over two libellous articles against him which were published in the Utusan Malaysia newspaper on Jan 17, 2012, relating to his (Anwars) interview with BBC on homosexual laws.",FACTUAL
"Utusan and Abdul Aziz applied to amend their defence statement on July 2, last year, to include the Court of Appeal ruling on March 7, last year, which    found Anwar guilty of sodomising his former aide, Mohd Saiful Azlan Bukhari and    sentenced him (Anwar) to five years jail.",FACTUAL
Anwar is currently serving his jail sentence at the Sungai Buloh prison.,FACTUAL
"Fellow safety Nate Allen was also forced from Sunday's game with an injury, which the team reportedly fears is a torn ACL.",NON_FACTUAL
Oakland is expected to sign veteran free agent Taylor Mays to address the position ahead of Week 2.,NON_FACTUAL
NHS England announced earlier this year that it was cutting the number of drugs on the list in a bid to balance the books.,FACTUAL
"The fund was launched in 2011 by Prime Minister David Cameron, who said patients should no longer be denied drugs on cost grounds.",FACTUAL
Pharmaceutical giant Roche is among the firms whose drugs are expected to be removed in the latest announcement.,NON_FACTUAL
"Bunker and Wall say they see similarities in how their twins interact and how they get along, including how they are protective of each other.",FACTUAL
One difference between Bunker and Wall and their own twins is that they probably wont have to worry about people not being able to distinguish between them.,FACTUAL
"Since they are fraternal twins, they look more like siblings than identical twins.",FACTUAL
Such decisions are determined by more than numbers on an index.,NON_FACTUAL
"That is one reason, for the last ten years, on the average, FDI into Nigeria has been on the rise rather than on the decline, in spite of the insecurity challenges and poor infrastructure in the country.",NON_FACTUAL
India is an emerging market and it attracts a lot of FDI without being on the GBI-EM.,NON_FACTUAL
"However, that is not to discount the ripple effects that the JPMC decision will generate.",NON_FACTUAL
"If anything, it should serve as a wake-up call for the Buhari regime to sit up and pay critical attention to what economic model it wants to adopt in managing the Nigerian economy.",NON_FACTUAL
Luckily the president is yet to set up his economic team.,NON_FACTUAL
"It is not as if the government itself has no levers to pull, after all JPMC is actually among our five foreign reserve managers (the others being BNY Mellon , BNP Paribas , Crefit Suisse and Investec ).",NON_FACTUAL
And it should make the government and the apex bank very alert.,NON_FACTUAL
One sure way the government will neutralise the JPMC action is to ensure that it creates an irrestible business environment: Restore security; bring down corruption to tolerable level and rebuild our appalling infrastructure to a decent standard.,NON_FACTUAL
LONDON -- Chelsea grabbed a morale-boosting 2-0 victory in a fiery London derby against Arsenal on Saturday when two visiting players were sent off at Stamford Bridge and Diego Costa stayed on the field despite his inflammatory actions.,FACTUAL
The Premier League game erupted before half time when Costa gouged Laurent Koscielny's face and body-slammed the Arsenal defender to the turf.,FACTUAL
It's only Chelsea's second win in the sixth round of its title defense..,FACTUAL
"We have two employees engaged in this field and both have been in discussion with council regarding their future roles, Cr Sommerfeld said.",FACTUAL
But Cr Sommerfeld said there was such significant competition in the marketplace now that the council deemed it appropriate to stop the service.,FACTUAL
"Council will still provide a general inquiry service for those seeking advice about building matters,Cr Sommerfeld said.",NON_FACTUAL
This service can be accessed by phone or over the counter at the council's main administration centre in Bourbong St.,FACTUAL
"I believe the certification industry locally will remain well resourced with professionals who can capably handle the requirements of anyone seeking inspections and certification services, Cr Sommerfeld said..",NON_FACTUAL
"By Liz Raftery,  Who's the Boss? star Danny Pintauro is HIV-positive, he told Oprah Winfrey in a recent interview for Where Are They Now?  Pintauro, who played Jonathan on Who's the Boss?, was diagnosed in 2003 but only recently decided to come out publicly, he told Winfrey in the interview, which aired Saturday.",NON_FACTUAL
"I missed the opportunity to be a beacon of light for gay kids who were going through what I was going through because I was outed -- it wasn't by choice, says Pintauro, who was outed in a National Enquirer article in 1997.",NON_FACTUAL
"You don't have to be terrified anymore.  But at the same time, there's this awful feeling of, 'I'm never going to be able to have a good relationship.",NON_FACTUAL
"""This is due to good planning, good market knowledge and good execution, and the fact that we could combine several large projects when we went to the market and negotiated for pipes and vessels.",NON_FACTUAL
"Giant panda Mei Xiang lives at the zoo with her cub, Bao Bao, who is 2 years old, and Bei Bei, who was born with another cub in August.",FACTUAL
The other baby panda died after few days.,FACTUAL
Chinese President Xi Jinping and his wife arrived in the United States on Wednesday and will be taking part in a state dinner at the White House Friday night..,FACTUAL
I loved this book.,NON_FACTUAL
I never thought I would see the day when a fantasy book was one of my all time favourites.,NON_FACTUAL
"The event will kick off with a social, which starts at5:30 p.m.",FACTUAL
"This (forum) is to educate voters on the philosophy and issues by which the candidates base their platforms, said committee member Hazel Red at the organization's meeting Monday evening.",NON_FACTUAL
"""Candidates have the opportunity to let the voters know what they're all about.",NON_FACTUAL
"The format for the event is as follows:   Representatives from the Daily World newspaper, alocal radio station and the University of Louisiana at Lafayette political science departmentwill ask the candidates three questions and each candidate will be given the opportunity to respond.",FACTUAL
"Following the question-and-answer period, the candidates will have two and a half minutesto provide closing remarks.",FACTUAL
Free food and refreshments will be served.,FACTUAL
"For additional information, contact Hazel Red at 337-826-7503 or 713-410-1870 or Bambi Polotzola at 337-945-0979.",FACTUAL
"This campaign won't be won by politicians lecturing from on high, it will be won by local people campaigning in every community in the land.    He told activists: That campaign has to start now, not at any unspecified time in the future determined by David Cameron.",NON_FACTUAL
And not because we believe the EU is a perfect institution - such a thing doesn't exist - and it is not because we want to preserve the status quo.,NON_FACTUAL
"""But reform is a process, it's not an event.",NON_FACTUAL
"Created by 25-year-old CEO Ben Weissenstein, GSGS has become the ultimate stop for clients looking for assistance in converting their unwanted items into a profitable return.",NON_FACTUAL
"Whether planning an online or offline sale, this site helps get the word out effectively.   When people say we live and breathe garage sales, they are not far from the truth.",NON_FACTUAL
The Solicitation number is OPM2615R0015 and is issued as a Request for Proposal (RFP).,FACTUAL
The Office of Personnel Management intends to award one (1) Firm Fixed Price contract for this requirement to the offeror that represents the best value to the Government and can accommodate the requested dates as indicated in the Performance Work Statement.,FACTUAL
"Proposals shall be received no later than 12:00 PM Eastern Standard Time (EST), October 2, 2015 .",FACTUAL
Offerors are solely responsible for ensuring their proposals are received at the designated time and place for receipt of proposals.,FACTUAL
"All communications and questions concerning this solicitation including requests for clarification shall be made in writing to Siobhan.Lawson@opm.gov no later than 12:00 PM, EST on September 22, 2015 .",FACTUAL
All questions and OPM's response will be included via solicitation amendment and provided to all offerors via posting on www.fbo.gov.,FACTUAL
Digital revenues are expected to exceed $500 million in the first full year of operations post closing.,NON_FACTUAL
"In particular, projected financial information for the combined company is based on management's estimates, assumptions and projections and has not been prepared in conformance with the applicable accounting requirements of Regulation S-X relating to pro forma financial information, and the required pro forma adjustments have not been applied and are not reflected therein. None of this information should be considered in isolation from, or as a substitute for, the historical financial statements of Media General or Meredith.",FACTUAL
"China will gradually report its full foreign-exchange holdings over two to three years, the IMF said.",NON_FACTUAL
"Last year China committed to providing more details about its reserve holdings, an effort that will allow economists to better gauge the degree to which the country is intervening in its exchange rate.",FACTUAL
"China now discloses its foreign-exchange reserves every month, whereas in the past it reported the figures quarterly.",FACTUAL
It also has started to disclose its holdings of gold every month.,FACTUAL
"Sun Pharmaceutical Industries, an international, integrated, speciality pharmaceutical company, has completed acquisition of GlaxoSmithKline's (GSK) opiates business which was announced in March 2015.",FACTUAL
"The total volume of shares traded was 108,572 at the BSE (10.52 a.m., Tuesday)..",FACTUAL
"Nigeria must confront the abduction epidemic squarely The abduction and eventual release of former Secretary to the Federal Government, ex-Minister of Finance and elder statesman, Chief Olu Falae, is yet another stark reminder of Nigeria's signal failure to properly tackle the kidnapping scourge that has afflicted the country.",NON_FACTUAL
"Construction of the 40-unit project, a joint venture of Mountainview Homes and Walker Community Development Inc., started in late 2007.",FACTUAL
The opportunity for a similar housing tract is not arising across the road on land also owned by the Mountainview\/Walker partnership.,NON_FACTUAL
"This, of course, is the property where the old Hotel Dieu Hospital building sits.",FACTUAL
A preliminary concept included a condo apartment building and a number of townhouses.,FACTUAL
"But the partnership eventually soured on the idea of a conventional, residential development when little consumer interest was detected for such downtown housing.",NON_FACTUAL
"Two years ago, the owners unsuccessfully tried to interest the powers-that-be into locating either a police detachment or a provincial offences court on a portion of the property.",FACTUAL
"Then in early 2014, it was announced Mountainview and Walker Industries were partnering with Diversicare, a long-term residential care and seniors housing company, on a $35-million, condo-style development for seniors.",FACTUAL
"Basciano said Diversicare is no longer involved, and the entire site, rather than just the old Dieu building, will now be used for some form of seniors housing.",NON_FACTUAL
"He was reluctant to provide further details, explaining their new partner wants to make sure all regulatory and planning requirements have been met before the plans  are unveiled.",NON_FACTUAL
"An announcement should be made soon, he said.",NON_FACTUAL
The fate of the old Dieu building is unclear at this point.,NON_FACTUAL
"In other words, less patience may be required.",NON_FACTUAL
"LOCAL people must be warned about the pollution of the River Cary, a district councillor has said.",NON_FACTUAL
Henry Hobhouse issued the warning after accompanying members of the Environment Agency on a site visit to the river last week.,FACTUAL
"Mr Harrison, who farms near Babcary, said he was concerned about the water quality and had found an alternative water source for his cattle.",NON_FACTUAL
"It said Viridor, which operates the Dimmer site, is by and large compliant with water safety standards but has said a treatment plant at the site is reaching the end of its serviceable life.  After hearing Mr Harrison's complaint, Mr Hobhouse walked the length of river to investigate the cause of the pollution himself.",NON_FACTUAL
He said: The Cary in June and July has been very seriously polluted.,NON_FACTUAL
"""I walked the whole length of the river.",NON_FACTUAL
He said: We have two major outlets in one small section of the river and they are both due for improvements.,NON_FACTUAL
I can confirm that there are no other sources of pollution going in that river.,NON_FACTUAL
I have walked all the way along the river to make sure.  Mr Hobhouse said he was now waiting for the Environment Agency to return its verdict on the levels of pollution but in the meantime local people should be warned about the risk it poses.,NON_FACTUAL
A spokeswoman for the Environment Agency said: Until the results are returned we cannot confirm that there has been a pollution incident and we have not been advising residents to stay away from river.,NON_FACTUAL
"More than 50,000 new unique users join The DocuSign Global Trust Network every day.",FACTUAL
"As a Titanium sponsor of Dreamforce 2015, DocuSign will showcase its DTM platform and featuring eSignature integration with Salesforce and the Salesforce1 Mobile App.",FACTUAL
"DocuSign eliminates the hassles, costs and lack of security in printing, faxing, scanning and overnighting sales contracts to help organizations large and small close deals faster.",NON_FACTUAL
"Companies interested in learning more about DocuSign for Salesforce should visit the DocuSign Booth N1109 in Moscone North at Dreamforce 2015, attend one of seven DocuSign sessions, or visit http:\/\/dreamforce.docusign.com.",NON_FACTUAL
More than 50 million people in 188 countries turn to DocuSign to manage their most important transactions-digitally.,NON_FACTUAL
Employee engagement and exceptional customer service play a critical role as a competitive advantage in the business landscape.,NON_FACTUAL
Great customer service built on a foundation of high employee engagement isnt a revolutionary concept.,NON_FACTUAL
"More companies are recognizing just how important a deliberate and intentional customer-focused culture is, but few companies do it well.",NON_FACTUAL
Here are 12 simple steps to ensure your organization is maximizing this important competitive advantage:    1.,NON_FACTUAL
Choose your attitude and enjoy the opportunity to make a positive impact on someones day.,NON_FACTUAL
Your attitude will rub off on your team and your customers..,NON_FACTUAL
"Mums and dads stocks have lost their gloss, with most of the big dividend payers falling behind the broader market over the past year.",NON_FACTUAL
The Mums and Dads index was created by CommSec chief economist Craig James in early 1999 to track the stocks that came into being during the demutualisations and privatisations that started in the 1990s.,FACTUAL
"The Index consists of Telstra, CBA, Woolworths, Qantas, AMP, Tabcorp, Suncorp, IAG and Wesfarmers.",FACTUAL
"During the past year to September 11, the broader market has lost about 4 per cent while the Mums and Dads Index has lost about 5 per cent.",FACTUAL
"Up to about March this year, yield plays such as Telstra and the Commonwealth Bank were driving the market.",FACTUAL
These stocks have benefited as interest rates have fallen to record lows and investors have been chasing higher-yielding blue chips.,NON_FACTUAL
"Global and local woes  In recent months there was another flare-up of the Greek debt crises, followed by concerns over slowing Chinese economic growth and nervousness over when the US Federal Reserve would start raising US interest rates.",NON_FACTUAL
"At home, the recently concluded profit-reporting season shows just how tough Australian companies are finding it to increase profits in a sluggish economy.",FACTUAL
Then there is the push by regulators for banks to hold more capital and to tighten their lending to property investors.,FACTUAL
All major markets are down by at least as much as Australia from their highs of this year.,FACTUAL
The losses have not been quite so great for shareholders because our big listed companies have mostly continued to pay the same level of dividends.,NON_FACTUAL
"The dividend yield of largest 200-listed companies is about 5 per cent, on average.",FACTUAL
But many of the biggest companies have fallen harder.,FACTUAL
CBA produced a total return of zero over the past year.,FACTUAL
Woolworths is considered as a classic case of a bombed out blue chip by share analysts.,NON_FACTUAL
Investors have marked-down Woolworths because of management debacles and the company's inability to quickly move on from its Masters Hardware failure.,FACTUAL
It has taken a short-term hit to earnings due to storms on the east coast of Australia earlier this year.,NON_FACTUAL
"It is in a position where it could return some of that cash to shareholders, which would be welcomed by yield-hungry investors.",NON_FACTUAL
Analysts are favourably disposed to this stock as it probably has the most growth potential.,NON_FACTUAL
It is a conglomerate that throws off a lot of cash and manages the business for the long-term.,NON_FACTUAL
Peter Warnes agrees that Wesfarmers should be in every mum and dad portfolio.,NON_FACTUAL
Best performers  Qantas and Tabcorp have been the best performers of the mum and dad stocks.,NON_FACTUAL
The airline's share price is trading at about $3.50 from about $1 at the start of 2014.,FACTUAL
"But it is still a long way off the $6 it touched in 2007, just before the onset of the global financial crises.",FACTUAL
Shareholders will be asking if the profit growth can be sustained and whether there is yet more upside to the share price.,NON_FACTUAL
"Looking at the mum and dad index, Qantas is one stock I would be wary of even though it has performed well, says Peter Warnes.",NON_FACTUAL
Long-term  Investors should not be owning shares unless they tend to hold them for the long term.,NON_FACTUAL
He says only a small small proportion of these falls become bear markets.,NON_FACTUAL
"Australian shares had a decent (10 per cent plus) correction in every year from 1996 to 2001 and yet made new highs within 6 months each time and each year saw shares deliver a positive return, Oliver says.",FACTUAL
Telstra's share price is about $5.50 from about $6.50 earlier this year.,FACTUAL
Its shares are on a gross dividend yield of more than 7.5 per cent.,FACTUAL
Warnes says there are great opportunities for Ramsay.,NON_FACTUAL
"There are 180 million Chinese over the age of 65 and there are enormous opportunities for private hospitals, he says.",FACTUAL
"Elio D'Amato, chief executive of researcher Lincoln Indicators, also reckons that CSL and Ramsay Healthcare are good picks now their share prices have come down from a sector that has been running very hot.",NON_FACTUAL
"Opportunity abounds for savvy investors, he says.",NON_FACTUAL
The company has declined to comment on the speculation.,FACTUAL
Winterkorn as CEO through 2018 allows the company to give potential internal successors time to prove their ability to lead the company.,NON_FACTUAL
There has been some speculation in the German media that a member of the Porsche and Piech families that control VW's shares could step forward.,NON_FACTUAL
"The most likely candidate, Wolfgang Porsche, family patriarch and head of Porsche Automobil Holding SE, which controls a majority of VW's voting stock, has declined to take the post, according to people familiar with the situation.",FACTUAL
Other analysts also recently issued reports about the stock.,FACTUAL
Exterran Holdings has a 12-month low of $17.73 and a 12-month high of $46.70.,FACTUAL
The stock has a market capitalization of $1.53 billion and a P\/E ratio of 18.27.,FACTUAL
"The company reported $0.22 earnings per share for the quarter, topping the consensus estimate of $0.14 by $0.08.",FACTUAL
"The business earned $683.80 million during the quarter, compared to the consensus estimate of $682.48 million.",FACTUAL
"During the same period in the prior year, the firm earned $0.20 earnings per share.",FACTUAL
"In April 2013, Exterran Partners LP has completed the acquisition of compression assets from the Company.",FACTUAL
"Investors are looking to active managers for innovative solutions to add to their overall investment strategy, including products that are designed to deliver better-than-market returns with full transparency of their investment process, said Art Steinmetz, Chairman, President and CEO of OppenheimerFunds.",NON_FACTUAL
"""For nearly 60 years we have been in the forefront of developing strategies for serving our clients, from offering one of the first global equity funds to being an early adopter of strategic income strategies as well as master limited partnerships in the energy space.",NON_FACTUAL
RBC Capital Markets served as financial advisor and Metz Lewis Brodman Must O'Keefe as legal counsel to VTL.,FACTUAL
"About OppenheimerFunds OppenheimerFunds, a leader in global asset management, is dedicated to providing solutions for its partners and end investors.",FACTUAL
"Founded in 1959, OppenheimerFunds is a high conviction asset manager with a history of providing active, innovative investment strategies to its investors.",FACTUAL
"Shortly before 13.00hrs on Tuesday the 8th of September, both the Dublin Wicklow Mountain Rescue Team and the Glen Of Imaal Red Cross Mountain Rescue Team were tasked by the Coastguard to assist with the rescue of a climber who had fallen while climbing on the main Glendalough Crag.",FACTUAL
Once the casualty was a safe distance from the crag Rescue 116 was able to lift the young climber and transport her to hospital and definitve care.,FACTUAL
"The incident was stood down at 16.00 Mountain Rescue would like to thank all agencies and personnel involved including the Coastguard, National Park Staff and the HSE.",FACTUAL
"A monument will be built on the site of the deadly Tianjin blast in memory of those who lost their lives in the accident last month, Binhai New Area authorities announced    A monument will be built on the site of the deadly Tianjin blast in memory of those who lost their lives in the accident last month, Binhai New Area authorities announced Friday.",FACTUAL
"Tianjin plans to build a 24-hectare park on the site of the blast and the monument will be given pride of place, according to Binhua New Area Planning and Land Resources Administration.",FACTUAL
"In addition, there are also plans to build primary schools and kindergartens in the area, and over 5,000 apartments have been made available to those who lost their homes as a result of the explosion.",FACTUAL
Two explosions ripped through a warehouse in Tianjin Port on August 12..,FACTUAL
"He chased me up on the trampoline and he was trying to get up there, said Phillip.",FACTUAL
"It's funny, Penny's son, Johnathan Phillip, said.",NON_FACTUAL
She says she tried everything to get the pig to leave.,NON_FACTUAL
"After two hours of waiting, Phillip had no other choice but to call for help.",NON_FACTUAL
"I was behind him pushing him and the officer was behind me pushing me and we just pushed him in there, said Phillip.",FACTUAL
This wasn't the first time the 350 pound pig made it over the fence and into the yard.,FACTUAL
"Last time he trapped me on the trampoline, and this time he did it to her, Penny's daughter, Valerie, said.",FACTUAL
"The Phillip family believes the pig enjoys trapping the household females, Because he needs a girlfriend, Valerie said.",NON_FACTUAL
"Everyone is busy analyzing what did in Scott Walker, who suspended his campaign for the Republican presidential nomination on Monday night.",NON_FACTUAL
"I'll hold off on jumping into that discussion, and focus instead on the important news about the nomination process: Winnowing works, even in the era of super PACs.",NON_FACTUAL
"The harsh logic of the system pushes losing candidates out of the race, until only a winner remains.",NON_FACTUAL
Remember: We began this last year with about 22 politicians doing the things politicians do if they're running for president.,NON_FACTUAL
The chances are very good that one of them will wind up on the stage in Cleveland next year as the nominee.,NON_FACTUAL
"And of those seven, only Bush, Rubio and maybe Kasich are showing any forward momentum at all.",NON_FACTUAL
"Nonetheless, candidates have rebounded from seeming to be done for to becoming a serious challenge for their party's nomination.",NON_FACTUAL
"As David Karol pointed out at the Monkey Cage, this has been the pattern in recent Republican contests.",NON_FACTUAL
"It isn't entirely clear why this happens more on the Republican side than among Democrats (for example, Martin O'Malley is chugging along with no apparent support).",NON_FACTUAL
It's possible something is happening below the surface.,NON_FACTUAL
Maybe Republican party actors are coordinating to gently (or maybe not so gently) apply pressure on losing candidates to exit at this point.,NON_FACTUAL
